device_id,device_name,wallet_id,location
21066,Humidity Sensor 21066,34869,Cluj-Napoca
21067,Humidity Sensor 21067,34485,Arad
21068,Humidity Sensor 21068,24188,Budapest
21069,Environmental Sensor 21069,38420,Brasov
21070,Smart Lock 21070,67555,Bucharest
21071,Air Quality Sensor 21071,1777,Vienna
21072,Air Quality Sensor 21072,96630,Prague
21073,Security Camera 21073,62724,Oradea
21074,Air Quality Sensor 21074,88485,Brasov
21075,Motion Sensor 21075,65710,Paris
21076,Environmental Sensor 21076,82747,Brasov
21077,Environmental Sensor 21077,24655,Paris
21078,Security Camera 21078,38450,Berlin
21079,Temperature Sensor 21079,78163,Paris
21080,Smart Light 21080,894,Madrid
21081,Energy Monitor 21081,54492,Warsaw
21082,IoT Gateway 21082,17800,Paris
21083,Water Sensor 21083,72365,Munich
21084,IoT Gateway 21084,99868,Arad
21085,Smart Meter 21085,61800,Iasi
21086,Motion Sensor 21086,32889,Berlin
21087,Smart Light 21087,66621,Constanta
21088,Environmental Sensor 21088,6635,Cluj-Napoca
21089,Motion Sensor 21089,58400,Cluj-Napoca
21090,Humidity Sensor 21090,91852,Madrid
21091,Smart Meter 21091,99535,Paris
21092,Water Sensor 21092,19315,Constanta
21093,Smart Light 21093,29989,Oradea
21094,GPS Tracker 21094,94236,Amsterdam
21095,Smart Light 21095,36307,Madrid
21096,Industrial Sensor 21096,62621,Vienna
21097,Water Sensor 21097,1533,Amsterdam
21098,Smart Lock 21098,48370,Berlin
21099,IoT Gateway 21099,36704,Prague
21100,Smart Lock 21100,36344,Sibiu
21101,Environmental Sensor 21101,74018,Arad
21102,Temperature Sensor 21102,30885,Bucharest
21103,Water Sensor 21103,81017,Prague
21104,GPS Tracker 21104,48528,Sibiu
21105,Industrial Sensor 21105,33350,Cluj-Napoca
21106,Humidity Sensor 21106,10582,Sibiu
21107,IoT Gateway 21107,29715,Paris
21108,Smart Thermostat 21108,32015,Warsaw
21109,Industrial Sensor 21109,49295,Bucharest
21110,Security Camera 21110,17335,Timisoara
21111,Smart Meter 21111,18377,Budapest
21112,GPS Tracker 21112,96575,Barcelona
21113,Security Camera 21113,31380,Constanta
21114,Smart Meter 21114,58906,Iasi
21115,Security Camera 21115,65202,Iasi
21116,Temperature Sensor 21116,93296,Sibiu
21117,Air Quality Sensor 21117,32924,Madrid
21118,Smart Thermostat 21118,87252,Prague
21119,Water Sensor 21119,83813,Berlin
21120,Industrial Sensor 21120,8604,Madrid
21121,Smart Thermostat 21121,73285,Berlin
21122,Humidity Sensor 21122,32143,Timisoara
21123,Industrial Sensor 21123,17982,Oradea
21124,Smart Light 21124,57625,Oradea
21125,Smart Lock 21125,77007,Oradea
21126,Water Sensor 21126,6737,Craiova
21127,IoT Gateway 21127,86464,Madrid
21128,Temperature Sensor 21128,22934,Arad
21129,Motion Sensor 21129,32114,Budapest
21130,Energy Monitor 21130,87200,Paris
21131,Security Camera 21131,23654,Constanta
21132,Smart Thermostat 21132,54894,Oradea
21133,Air Quality Sensor 21133,76626,Craiova
21134,Water Sensor 21134,27981,Timisoara
21135,Smart Light 21135,19516,Brasov
21136,Security Camera 21136,68600,Prague
21137,Security Camera 21137,99179,Madrid
21138,Security Camera 21138,27724,Constanta
21139,Security Camera 21139,78253,Berlin
21140,GPS Tracker 21140,79132,Munich
21141,Smart Lock 21141,71440,Sibiu
21142,Smart Light 21142,1257,Bucharest
21143,Smart Lock 21143,26247,Amsterdam
21144,GPS Tracker 21144,54280,Barcelona
21145,Industrial Sensor 21145,51364,Brasov
21146,Motion Sensor 21146,4284,Cluj-Napoca
21147,Industrial Sensor 21147,85827,Amsterdam
21148,Smart Meter 21148,62236,Cluj-Napoca
21149,Humidity Sensor 21149,21493,Iasi
21150,Smart Light 21150,94294,Bucharest
21151,Motion Sensor 21151,25759,Munich
21152,Temperature Sensor 21152,11228,Brasov
21153,Water Sensor 21153,16955,Warsaw
21154,Humidity Sensor 21154,86854,Budapest
21155,Water Sensor 21155,29692,Berlin
21156,IoT Gateway 21156,83292,Munich
21157,Humidity Sensor 21157,23034,Barcelona
21158,Smart Lock 21158,63492,Munich
21159,Security Camera 21159,72155,Cluj-Napoca
21160,Humidity Sensor 21160,6365,Cluj-Napoca
21161,Smart Thermostat 21161,94195,Bucharest
21162,Temperature Sensor 21162,63607,Warsaw
21163,IoT Gateway 21163,6641,Prague
21164,Air Quality Sensor 21164,63021,Arad
21165,Humidity Sensor 21165,92896,Munich
21166,Industrial Sensor 21166,74815,Brasov
21167,Humidity Sensor 21167,54739,Berlin
21168,Temperature Sensor 21168,89692,Timisoara
21169,Smart Meter 21169,60362,Warsaw
21170,Motion Sensor 21170,79002,Timisoara
21171,Temperature Sensor 21171,50220,Timisoara
21172,Motion Sensor 21172,34918,Timisoara
21173,Energy Monitor 21173,83400,Vienna
21174,Motion Sensor 21174,36754,Bucharest
21175,Smart Meter 21175,99135,Oradea
21176,Temperature Sensor 21176,61015,Cluj-Napoca
21177,Smart Thermostat 21177,70052,Warsaw
21178,Environmental Sensor 21178,54126,Timisoara
21179,Humidity Sensor 21179,29320,Prague
21180,GPS Tracker 21180,95576,Timisoara
21181,Smart Lock 21181,69901,Oradea
21182,Energy Monitor 21182,61968,Madrid
21183,Temperature Sensor 21183,43233,Barcelona
21184,Temperature Sensor 21184,8180,Madrid
21185,IoT Gateway 21185,3241,Iasi
21186,Humidity Sensor 21186,96356,Madrid
21187,GPS Tracker 21187,26726,Berlin
21188,Smart Thermostat 21188,89109,Warsaw
21189,GPS Tracker 21189,86087,Timisoara
21190,Security Camera 21190,57703,Barcelona
21191,GPS Tracker 21191,91398,Paris
21192,Air Quality Sensor 21192,22933,Bucharest
21193,Temperature Sensor 21193,33446,Craiova
21194,Air Quality Sensor 21194,61602,Cluj-Napoca
21195,Smart Light 21195,98135,Iasi
21196,IoT Gateway 21196,27160,Budapest
21197,GPS Tracker 21197,65447,Paris
21198,Energy Monitor 21198,85282,Sibiu
21199,Environmental Sensor 21199,95794,Barcelona
21200,Humidity Sensor 21200,17986,Budapest
21201,Smart Light 21201,64641,Amsterdam
21202,Air Quality Sensor 21202,36875,Craiova
21203,IoT Gateway 21203,74300,Arad
21204,Motion Sensor 21204,40869,Iasi
21205,Energy Monitor 21205,18667,Madrid
21206,Humidity Sensor 21206,49704,Cluj-Napoca
21207,Smart Lock 21207,14332,Bucharest
21208,Security Camera 21208,72129,Iasi
21209,Environmental Sensor 21209,54847,Madrid
21210,GPS Tracker 21210,79466,Brasov
21211,Air Quality Sensor 21211,77134,Arad
21212,Water Sensor 21212,83415,Madrid
21213,GPS Tracker 21213,15815,Madrid
21214,Smart Meter 21214,10599,Vienna
21215,Motion Sensor 21215,57278,Barcelona
21216,Energy Monitor 21216,97325,Amsterdam
21217,Water Sensor 21217,72368,Bucharest
21218,Smart Meter 21218,27706,Sibiu
21219,Smart Thermostat 21219,2244,Berlin
21220,Smart Thermostat 21220,72827,Berlin
21221,Humidity Sensor 21221,15394,Brasov
21222,Smart Meter 21222,26938,Arad
21223,Smart Light 21223,66214,Iasi
21224,Smart Lock 21224,71549,Iasi
21225,Smart Meter 21225,3912,Munich
21226,Smart Thermostat 21226,80544,Arad
21227,Energy Monitor 21227,57841,Amsterdam
21228,Motion Sensor 21228,7831,Constanta
21229,IoT Gateway 21229,99618,Paris
21230,Humidity Sensor 21230,22534,Budapest
21231,Industrial Sensor 21231,97631,Sibiu
21232,Motion Sensor 21232,47364,Prague
21233,Smart Thermostat 21233,77267,Barcelona
21234,Energy Monitor 21234,85695,Timisoara
21235,Motion Sensor 21235,43487,Barcelona
21236,Smart Light 21236,12355,Timisoara
21237,Smart Lock 21237,2332,Paris
21238,IoT Gateway 21238,63827,Sibiu
21239,GPS Tracker 21239,95230,Berlin
21240,Environmental Sensor 21240,97466,Paris
21241,GPS Tracker 21241,14947,Madrid
21242,Motion Sensor 21242,69794,Craiova
21243,GPS Tracker 21243,2163,Budapest
21244,Water Sensor 21244,86555,Oradea
21245,Temperature Sensor 21245,89838,Warsaw
21246,Smart Light 21246,68242,Amsterdam
21247,Environmental Sensor 21247,18561,Budapest
21248,Smart Light 21248,11651,Madrid
21249,Energy Monitor 21249,99382,Paris
21250,Motion Sensor 21250,58125,Oradea
21251,Industrial Sensor 21251,56992,Amsterdam
21252,Smart Light 21252,82799,Budapest
21253,Smart Thermostat 21253,29970,Oradea
21254,IoT Gateway 21254,45262,Prague
21255,Temperature Sensor 21255,25135,Bucharest
21256,Industrial Sensor 21256,68140,Craiova
21257,IoT Gateway 21257,97024,Madrid
21258,Smart Lock 21258,42620,Paris
21259,Smart Light 21259,85714,Barcelona
21260,Smart Meter 21260,8012,Craiova
21261,Air Quality Sensor 21261,43582,Sibiu
21262,GPS Tracker 21262,99554,Prague
21263,Smart Lock 21263,77880,Constanta
21264,Humidity Sensor 21264,46244,Timisoara
21265,Water Sensor 21265,84661,Amsterdam
21266,Humidity Sensor 21266,84817,Arad
21267,Environmental Sensor 21267,88234,Prague
21268,Smart Meter 21268,14344,Bucharest
21269,Humidity Sensor 21269,31275,Munich
21270,Humidity Sensor 21270,12336,Cluj-Napoca
21271,Industrial Sensor 21271,93676,Prague
21272,Temperature Sensor 21272,59695,Budapest
21273,Energy Monitor 21273,34999,Prague
21274,Energy Monitor 21274,94321,Bucharest
21275,IoT Gateway 21275,47999,Cluj-Napoca
21276,Temperature Sensor 21276,68820,Prague
21277,Smart Meter 21277,22399,Munich
21278,Humidity Sensor 21278,4136,Paris
21279,Security Camera 21279,36179,Munich
21280,Smart Meter 21280,63956,Brasov
21281,Smart Lock 21281,4723,Madrid
21282,Motion Sensor 21282,4604,Bucharest
21283,Industrial Sensor 21283,27505,Craiova
21284,Temperature Sensor 21284,99395,Prague
21285,Smart Meter 21285,90729,Timisoara
21286,Smart Light 21286,71136,Berlin
21287,Smart Thermostat 21287,87883,Constanta
21288,Smart Thermostat 21288,66269,Madrid
21289,Motion Sensor 21289,99482,Iasi
21290,Air Quality Sensor 21290,17953,Amsterdam
21291,Smart Light 21291,55197,Amsterdam
21292,IoT Gateway 21292,60180,Madrid
21293,Industrial Sensor 21293,45895,Prague
21294,Smart Lock 21294,27473,Timisoara
21295,Air Quality Sensor 21295,93562,Paris
21296,Smart Meter 21296,37035,Craiova
21297,Smart Light 21297,65521,Munich
21298,Water Sensor 21298,65205,Brasov
21299,Water Sensor 21299,51899,Budapest
21300,Industrial Sensor 21300,73316,Craiova
21301,Environmental Sensor 21301,24997,Warsaw
21302,Motion Sensor 21302,30341,Bucharest
21303,Industrial Sensor 21303,77967,Sibiu
21304,Humidity Sensor 21304,45257,Munich
21305,Motion Sensor 21305,73070,Budapest
21306,Smart Lock 21306,6377,Barcelona
21307,Smart Light 21307,22072,Bucharest
21308,Air Quality Sensor 21308,91226,Constanta
21309,Water Sensor 21309,44430,Cluj-Napoca
21310,Temperature Sensor 21310,24252,Munich
21311,IoT Gateway 21311,55168,Iasi
21312,Air Quality Sensor 21312,61948,Prague
21313,Security Camera 21313,87364,Barcelona
21314,Water Sensor 21314,72590,Sibiu
21315,GPS Tracker 21315,24194,Arad
21316,IoT Gateway 21316,73334,Madrid
21317,Smart Thermostat 21317,66984,Cluj-Napoca
21318,Humidity Sensor 21318,85348,Oradea
21319,Smart Thermostat 21319,76107,Munich
21320,GPS Tracker 21320,72425,Madrid
21321,Energy Monitor 21321,20871,Craiova
21322,Smart Thermostat 21322,69886,Warsaw
21323,Industrial Sensor 21323,99825,Oradea
21324,Smart Meter 21324,32087,Bucharest
21325,Temperature Sensor 21325,20979,Vienna
21326,Motion Sensor 21326,21069,Iasi
21327,Energy Monitor 21327,66350,Cluj-Napoca
21328,Environmental Sensor 21328,79951,Constanta
21329,Energy Monitor 21329,67989,Constanta
21330,Air Quality Sensor 21330,64237,Iasi
21331,Humidity Sensor 21331,69629,Barcelona
21332,Water Sensor 21332,94152,Barcelona
21333,Industrial Sensor 21333,21513,Brasov
21334,Smart Thermostat 21334,34028,Vienna
21335,Air Quality Sensor 21335,15223,Paris
21336,Security Camera 21336,41119,Arad
21337,Security Camera 21337,46852,Barcelona
21338,Smart Thermostat 21338,40201,Madrid
21339,Energy Monitor 21339,17095,Warsaw
21340,Air Quality Sensor 21340,11541,Prague
21341,Water Sensor 21341,20001,Cluj-Napoca
21342,Water Sensor 21342,52762,Bucharest
21343,GPS Tracker 21343,78389,Munich
21344,IoT Gateway 21344,51230,Madrid
21345,IoT Gateway 21345,25370,Arad
21346,Energy Monitor 21346,60643,Berlin
21347,Water Sensor 21347,82755,Amsterdam
21348,Motion Sensor 21348,94951,Paris
21349,Environmental Sensor 21349,717,Iasi
21350,IoT Gateway 21350,98320,Cluj-Napoca
21351,Humidity Sensor 21351,64428,Bucharest
21352,Smart Light 21352,1734,Amsterdam
21353,Smart Light 21353,47187,Oradea
21354,Industrial Sensor 21354,59015,Timisoara
21355,Humidity Sensor 21355,65890,Arad
21356,IoT Gateway 21356,87664,Madrid
21357,Security Camera 21357,30919,Oradea
21358,IoT Gateway 21358,82671,Madrid
21359,Humidity Sensor 21359,55791,Cluj-Napoca
21360,IoT Gateway 21360,80986,Paris
21361,Water Sensor 21361,4093,Berlin
21362,Smart Light 21362,31269,Timisoara
21363,Water Sensor 21363,86923,Warsaw
21364,Temperature Sensor 21364,20807,Sibiu
21365,Water Sensor 21365,97688,Sibiu
21366,Temperature Sensor 21366,21791,Brasov
21367,Energy Monitor 21367,44599,Oradea
21368,Smart Meter 21368,17801,Arad
21369,Smart Light 21369,45761,Iasi
21370,Temperature Sensor 21370,12509,Oradea
21371,Air Quality Sensor 21371,95873,Sibiu
21372,Industrial Sensor 21372,67785,Berlin
21373,GPS Tracker 21373,45681,Constanta
21374,IoT Gateway 21374,54587,Oradea
21375,Smart Meter 21375,71505,Munich
21376,IoT Gateway 21376,16459,Amsterdam
21377,GPS Tracker 21377,67694,Arad
21378,Motion Sensor 21378,79470,Budapest
21379,Energy Monitor 21379,80370,Constanta
21380,IoT Gateway 21380,40100,Madrid
21381,Motion Sensor 21381,13271,Bucharest
21382,Smart Meter 21382,25367,Arad
21383,GPS Tracker 21383,40945,Vienna
21384,Smart Meter 21384,70173,Craiova
21385,Smart Lock 21385,6136,Prague
21386,Smart Meter 21386,3823,Bucharest
21387,Air Quality Sensor 21387,2319,Constanta
21388,Smart Light 21388,59974,Prague
21389,Motion Sensor 21389,88597,Bucharest
21390,Environmental Sensor 21390,32212,Craiova
21391,Smart Meter 21391,65215,Iasi
21392,Air Quality Sensor 21392,39592,Sibiu
21393,Smart Lock 21393,63040,Munich
21394,Temperature Sensor 21394,32710,Constanta
21395,Industrial Sensor 21395,58720,Berlin
21396,Smart Light 21396,16621,Oradea
21397,Air Quality Sensor 21397,36284,Berlin
21398,Air Quality Sensor 21398,47294,Iasi
21399,Smart Lock 21399,46739,Vienna
21400,Smart Meter 21400,86750,Oradea
21401,Energy Monitor 21401,32713,Arad
21402,Air Quality Sensor 21402,59087,Vienna
21403,Environmental Sensor 21403,33122,Madrid
21404,Security Camera 21404,19910,Oradea
21405,Temperature Sensor 21405,61932,Barcelona
21406,Air Quality Sensor 21406,96793,Oradea
21407,Temperature Sensor 21407,68089,Arad
21408,Water Sensor 21408,93685,Bucharest
21409,GPS Tracker 21409,79325,Prague
21410,IoT Gateway 21410,32831,Brasov
21411,Temperature Sensor 21411,41249,Budapest
21412,Environmental Sensor 21412,42991,Prague
21413,Industrial Sensor 21413,41334,Madrid
21414,Humidity Sensor 21414,90660,Sibiu
21415,Environmental Sensor 21415,28970,Munich
21416,Smart Lock 21416,35146,Berlin
21417,Smart Light 21417,40379,Vienna
21418,Air Quality Sensor 21418,4091,Barcelona
21419,Smart Light 21419,1958,Paris
21420,IoT Gateway 21420,41545,Madrid
21421,Smart Thermostat 21421,65670,Berlin
21422,Water Sensor 21422,44209,Brasov
21423,Energy Monitor 21423,47118,Craiova
21424,Motion Sensor 21424,94638,Vienna
21425,Industrial Sensor 21425,20974,Madrid
21426,Motion Sensor 21426,63373,Amsterdam
21427,IoT Gateway 21427,91043,Iasi
21428,IoT Gateway 21428,43639,Berlin
21429,GPS Tracker 21429,35094,Iasi
21430,Smart Lock 21430,18264,Bucharest
21431,Energy Monitor 21431,60651,Oradea
21432,Temperature Sensor 21432,4186,Oradea
21433,Security Camera 21433,2051,Constanta
21434,Water Sensor 21434,19742,Constanta
21435,IoT Gateway 21435,75017,Bucharest
21436,Environmental Sensor 21436,42420,Sibiu
21437,Air Quality Sensor 21437,16911,Prague
21438,Air Quality Sensor 21438,33225,Prague
21439,Smart Light 21439,21815,Berlin
21440,Air Quality Sensor 21440,20485,Paris
21441,Smart Meter 21441,59581,Warsaw
21442,Industrial Sensor 21442,40253,Munich
21443,Security Camera 21443,86783,Vienna
21444,Energy Monitor 21444,314,Iasi
21445,IoT Gateway 21445,2944,Munich
21446,Environmental Sensor 21446,943,Paris
21447,Temperature Sensor 21447,83122,Barcelona
21448,Industrial Sensor 21448,75105,Cluj-Napoca
21449,Water Sensor 21449,99135,Berlin
21450,Energy Monitor 21450,67195,Brasov
21451,Smart Meter 21451,74060,Barcelona
21452,Energy Monitor 21452,4296,Prague
21453,Humidity Sensor 21453,47433,Oradea
21454,Energy Monitor 21454,34008,Budapest
21455,Smart Lock 21455,89467,Amsterdam
21456,Energy Monitor 21456,45467,Paris
21457,Smart Meter 21457,95867,Berlin
21458,Industrial Sensor 21458,40626,Sibiu
21459,Smart Thermostat 21459,24012,Timisoara
21460,GPS Tracker 21460,91331,Craiova
21461,Smart Lock 21461,25700,Cluj-Napoca
21462,Security Camera 21462,61901,Budapest
21463,Smart Thermostat 21463,72534,Vienna
21464,Energy Monitor 21464,13450,Timisoara
21465,Energy Monitor 21465,9058,Oradea
21466,Security Camera 21466,76317,Paris
21467,Environmental Sensor 21467,71256,Berlin
21468,Air Quality Sensor 21468,86723,Brasov
21469,Water Sensor 21469,78877,Sibiu
21470,Smart Light 21470,43112,Sibiu
21471,Smart Light 21471,24204,Sibiu
21472,Motion Sensor 21472,68414,Warsaw
21473,Water Sensor 21473,37400,Warsaw
21474,Industrial Sensor 21474,66290,Berlin
21475,Water Sensor 21475,19677,Prague
21476,Temperature Sensor 21476,82018,Berlin
21477,Temperature Sensor 21477,7748,Iasi
21478,Air Quality Sensor 21478,34018,Warsaw
21479,Air Quality Sensor 21479,72383,Prague
21480,IoT Gateway 21480,34371,Budapest
21481,Smart Light 21481,24155,Oradea
21482,Environmental Sensor 21482,83040,Constanta
21483,GPS Tracker 21483,47644,Iasi
21484,Smart Meter 21484,76293,Brasov
21485,Energy Monitor 21485,48032,Timisoara
21486,Environmental Sensor 21486,72458,Munich
21487,Smart Light 21487,31658,Barcelona
21488,Industrial Sensor 21488,55582,Berlin
21489,Temperature Sensor 21489,19104,Vienna
21490,Temperature Sensor 21490,62295,Warsaw
21491,Air Quality Sensor 21491,76185,Craiova
21492,Temperature Sensor 21492,17651,Madrid
21493,GPS Tracker 21493,43385,Bucharest
21494,GPS Tracker 21494,13245,Barcelona
21495,GPS Tracker 21495,2638,Munich
21496,IoT Gateway 21496,94917,Vienna
21497,Smart Lock 21497,74861,Sibiu
21498,Energy Monitor 21498,47504,Sibiu
21499,Smart Meter 21499,16224,Sibiu
21500,Air Quality Sensor 21500,28909,Berlin
21501,Industrial Sensor 21501,65810,Timisoara
21502,Motion Sensor 21502,86307,Timisoara
21503,Water Sensor 21503,37252,Cluj-Napoca
21504,IoT Gateway 21504,77058,Munich
21505,Humidity Sensor 21505,30419,Sibiu
21506,Air Quality Sensor 21506,17127,Sibiu
21507,Security Camera 21507,80745,Oradea
21508,IoT Gateway 21508,42949,Brasov
21509,GPS Tracker 21509,72254,Madrid
21510,GPS Tracker 21510,56869,Paris
21511,Security Camera 21511,87715,Prague
21512,Environmental Sensor 21512,54631,Bucharest
21513,Energy Monitor 21513,59091,Madrid
21514,Industrial Sensor 21514,63946,Madrid
21515,IoT Gateway 21515,50308,Timisoara
21516,Motion Sensor 21516,49014,Warsaw
21517,Smart Light 21517,38358,Paris
21518,Smart Lock 21518,96916,Craiova
21519,Smart Thermostat 21519,48401,Cluj-Napoca
21520,Water Sensor 21520,23431,Barcelona
21521,Smart Lock 21521,47249,Amsterdam
21522,Smart Lock 21522,38016,Cluj-Napoca
21523,Energy Monitor 21523,51153,Madrid
21524,IoT Gateway 21524,9441,Budapest
21525,Water Sensor 21525,92556,Berlin
21526,Air Quality Sensor 21526,71155,Budapest
21527,Smart Thermostat 21527,42126,Constanta
21528,Temperature Sensor 21528,45120,Vienna
21529,Air Quality Sensor 21529,12169,Brasov
21530,Smart Lock 21530,29053,Constanta
21531,Energy Monitor 21531,80916,Munich
21532,Smart Meter 21532,32191,Budapest
21533,Smart Lock 21533,17567,Bucharest
21534,Air Quality Sensor 21534,13397,Munich
21535,Water Sensor 21535,73104,Munich
21536,Smart Light 21536,14242,Brasov
21537,GPS Tracker 21537,21701,Timisoara
21538,Smart Light 21538,88778,Bucharest
21539,Temperature Sensor 21539,44411,Arad
21540,Motion Sensor 21540,38559,Timisoara
21541,Humidity Sensor 21541,7107,Berlin
21542,Humidity Sensor 21542,60987,Barcelona
21543,Industrial Sensor 21543,34640,Sibiu
21544,Smart Thermostat 21544,11226,Brasov
21545,Smart Meter 21545,30038,Bucharest
21546,Energy Monitor 21546,53769,Paris
21547,Security Camera 21547,91908,Timisoara
21548,Air Quality Sensor 21548,96393,Constanta
21549,Temperature Sensor 21549,86428,Warsaw
21550,Smart Light 21550,56243,Timisoara
21551,Humidity Sensor 21551,62685,Timisoara
21552,Motion Sensor 21552,11219,Oradea
21553,Smart Light 21553,95830,Berlin
21554,Environmental Sensor 21554,65511,Brasov
21555,Smart Light 21555,45886,Oradea
21556,Smart Meter 21556,64146,Vienna
21557,Environmental Sensor 21557,82746,Paris
21558,Industrial Sensor 21558,7182,Arad
21559,IoT Gateway 21559,66151,Prague
21560,Smart Light 21560,69274,Barcelona
21561,Water Sensor 21561,31087,Amsterdam
21562,Motion Sensor 21562,16631,Arad
21563,Water Sensor 21563,54024,Bucharest
21564,Security Camera 21564,8530,Timisoara
21565,Smart Light 21565,80942,Bucharest
21566,Energy Monitor 21566,40344,Munich
21567,Smart Lock 21567,44153,Bucharest
21568,Motion Sensor 21568,28585,Constanta
21569,Energy Monitor 21569,6838,Budapest
21570,Smart Lock 21570,75335,Paris
21571,Water Sensor 21571,86316,Sibiu
21572,Smart Lock 21572,96070,Constanta
21573,Environmental Sensor 21573,39093,Warsaw
21574,Water Sensor 21574,96792,Berlin
21575,Smart Thermostat 21575,22471,Budapest
21576,Humidity Sensor 21576,44179,Prague
21577,Smart Light 21577,25890,Budapest
21578,Smart Meter 21578,28479,Warsaw
21579,Security Camera 21579,30889,Iasi
21580,Smart Light 21580,35075,Paris
21581,Smart Thermostat 21581,13902,Madrid
21582,Smart Light 21582,29093,Berlin
21583,Smart Meter 21583,20957,Arad
21584,Water Sensor 21584,46843,Amsterdam
21585,Smart Light 21585,58106,Sibiu
21586,Smart Thermostat 21586,46937,Budapest
21587,Temperature Sensor 21587,18134,Oradea
21588,Industrial Sensor 21588,54119,Budapest
21589,Air Quality Sensor 21589,18282,Madrid
21590,Security Camera 21590,56105,Budapest
21591,Smart Meter 21591,15947,Madrid
21592,Security Camera 21592,40688,Craiova
21593,Industrial Sensor 21593,30737,Iasi
21594,Motion Sensor 21594,12734,Madrid
21595,IoT Gateway 21595,6210,Iasi
21596,Smart Thermostat 21596,79209,Madrid
21597,Smart Thermostat 21597,65220,Vienna
21598,Security Camera 21598,73082,Amsterdam
21599,IoT Gateway 21599,22466,Oradea
21600,IoT Gateway 21600,13769,Sibiu
21601,Temperature Sensor 21601,91383,Bucharest
21602,Humidity Sensor 21602,52353,Arad
21603,Air Quality Sensor 21603,33566,Berlin
21604,Temperature Sensor 21604,24551,Prague
21605,Smart Thermostat 21605,75864,Madrid
21606,Smart Light 21606,60794,Barcelona
21607,Smart Light 21607,5309,Warsaw
21608,Industrial Sensor 21608,37566,Cluj-Napoca
21609,Smart Light 21609,98486,Oradea
21610,Industrial Sensor 21610,6063,Barcelona
21611,Energy Monitor 21611,46589,Prague
21612,Environmental Sensor 21612,80715,Paris
21613,IoT Gateway 21613,6322,Bucharest
21614,Water Sensor 21614,84695,Cluj-Napoca
21615,Smart Meter 21615,80317,Brasov
21616,Smart Thermostat 21616,78916,Bucharest
21617,Smart Lock 21617,23536,Arad
21618,Water Sensor 21618,88720,Bucharest
21619,Water Sensor 21619,33469,Vienna
21620,Energy Monitor 21620,72677,Paris
21621,Environmental Sensor 21621,17989,Timisoara
21622,Security Camera 21622,69543,Berlin
21623,IoT Gateway 21623,98907,Warsaw
21624,Smart Meter 21624,82530,Brasov
21625,Smart Light 21625,40391,Craiova
21626,Security Camera 21626,19173,Oradea
21627,Security Camera 21627,94678,Budapest
21628,Smart Thermostat 21628,94246,Barcelona
21629,Industrial Sensor 21629,44940,Prague
21630,Industrial Sensor 21630,81550,Munich
21631,Motion Sensor 21631,26730,Bucharest
21632,Smart Thermostat 21632,44581,Berlin
21633,Security Camera 21633,95710,Brasov
21634,IoT Gateway 21634,34949,Munich
21635,Smart Thermostat 21635,35661,Brasov
21636,Smart Light 21636,67968,Berlin
21637,Industrial Sensor 21637,78362,Paris
21638,Motion Sensor 21638,42774,Brasov
21639,Water Sensor 21639,48289,Barcelona
21640,Smart Meter 21640,99811,Barcelona
21641,IoT Gateway 21641,67189,Munich
21642,Motion Sensor 21642,13022,Cluj-Napoca
21643,Industrial Sensor 21643,49762,Warsaw
21644,Water Sensor 21644,80486,Constanta
21645,Smart Thermostat 21645,72430,Budapest
21646,Water Sensor 21646,5259,Cluj-Napoca
21647,Water Sensor 21647,42359,Munich
21648,Smart Lock 21648,95513,Munich
21649,Smart Thermostat 21649,1392,Arad
21650,Smart Meter 21650,46193,Arad
21651,Temperature Sensor 21651,62182,Berlin
21652,Security Camera 21652,22773,Timisoara
21653,GPS Tracker 21653,57803,Warsaw
21654,Smart Light 21654,56825,Amsterdam
21655,Smart Thermostat 21655,65611,Sibiu
21656,Smart Lock 21656,9028,Arad
21657,Smart Meter 21657,11898,Constanta
21658,Smart Meter 21658,64890,Sibiu
21659,Industrial Sensor 21659,69581,Brasov
21660,Smart Meter 21660,26915,Budapest
21661,Smart Meter 21661,40401,Oradea
21662,Smart Meter 21662,2804,Brasov
21663,Temperature Sensor 21663,73384,Sibiu
21664,Smart Lock 21664,24594,Warsaw
21665,Humidity Sensor 21665,67253,Brasov
21666,Temperature Sensor 21666,91399,Sibiu
21667,Smart Lock 21667,89155,Berlin
21668,Energy Monitor 21668,72228,Barcelona
21669,Smart Light 21669,64207,Paris
21670,Smart Lock 21670,47704,Madrid
21671,Security Camera 21671,20360,Vienna
21672,Energy Monitor 21672,68185,Paris
21673,Air Quality Sensor 21673,92538,Arad
21674,Smart Lock 21674,99967,Oradea
21675,Humidity Sensor 21675,54360,Berlin
21676,Smart Meter 21676,61249,Oradea
21677,Environmental Sensor 21677,23738,Paris
21678,Smart Light 21678,92292,Vienna
21679,Air Quality Sensor 21679,60928,Arad
21680,Water Sensor 21680,13784,Constanta
21681,Smart Light 21681,77235,Paris
21682,Security Camera 21682,18560,Brasov
21683,Smart Lock 21683,68506,Craiova
21684,Smart Thermostat 21684,32189,Amsterdam
21685,Energy Monitor 21685,57242,Paris
21686,Security Camera 21686,7650,Sibiu
21687,Smart Light 21687,42772,Prague
21688,Industrial Sensor 21688,1949,Barcelona
21689,Energy Monitor 21689,49484,Amsterdam
21690,Smart Meter 21690,27960,Sibiu
21691,Motion Sensor 21691,37315,Berlin
21692,Air Quality Sensor 21692,30601,Amsterdam
